date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:40:39	28015/28015	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:39%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:39	12283/12283	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:40%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:39	21933/21933	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:40%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-3.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:40	19197/19197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:40%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-4.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:40	20688/20688	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:40%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-5.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/large-product/l-product-5.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:40	28015/28015	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:41%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-1.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:40	12283/12283	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:41%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-2.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:41	21933/21933	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:41%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-3.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:41	19197/19197	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:41%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-4.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:41	20688/20688	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:42%20GMT	https://htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-5.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/product/small-product/s-product-5.jpg	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:41	97162/97162	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634789c2-17b8a%22	https://htmldemo.net/nelson/nelson/assets/js/vendor/jquery-1.12.4.min.js	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/js/vendor/jquery-1.12.4.min.js	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:42	140441/140441	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634789bb-22499%22	https://htmldemo.net/nelson/nelson/assets/js/plugins/plugins.js	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/js/plugins/plugins.js	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:42	80496/80496	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634789c3-13a70%22	https://htmldemo.net/nelson/nelson/assets/js/vendor/bootstrap.min.js	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/js/vendor/bootstrap.min.js	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:42	16548/16548	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634788ec-40a4%22	https://htmldemo.net/nelson/nelson/assets/js/main.js	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/js/main.js	(from https://htmldemo.net/nelson/nelson/index.html)
14:40:43	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22634788db-2876e%22	https://htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:43	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22634788e1-12d68%22	https://htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:43	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22634788db-2876e%22	https://htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont.eot?	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:43	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22634788e0-17ee8%22	https://htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:43	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:44%20GMT	https://htmldemo.net/nelson/nelson/assets/css/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:44	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634788dd-6c7db%22	https://htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:44	2134/2134	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22634788d6-856%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.eot	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticon.eot	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:44	2134/2134	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22634788d6-856%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.eot?	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticond41d.eot	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:44	928/928	---M--	200	added ('OK')	font/woff2	etag:%22634788da-3a0%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.woff2	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticon.woff2	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:45	1412/1412	---M--	200	added ('OK')	font/woff	etag:%22634788d8-584%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.woff	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticon.woff	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:45	1956/1956	---M--	200	added ('OK')	application/octet-stream	etag:%22634788d8-7a4%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.ttf	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticon.ttf	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:45	3799/3799	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22634788d6-ed7%22	https://htmldemo.net/nelson/nelson/assets/fonts/Flaticon.svg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/fonts/Flaticon.svg	(from https://htmldemo.net/nelson/nelson/assets/css/vendor/iconfont.min.css)
14:40:45	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:46%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_444444_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_444444_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:46	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:46%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_555555_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_555555_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:46	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:47%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_ffffff_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_ffffff_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:46	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:47%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_777620_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_777620_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:47%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_cc0000_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_cc0000_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:47%20GMT	https://htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_777777_256x240.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/css/plugins/images/ui-icons_777777_256x240.png	(from https://htmldemo.net/nelson/nelson/assets/css/plugins/plugins.css)
14:40:47	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Jun%202023%2007:40:48%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/quote-left.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/quote-left.png	(from https://htmldemo.net/nelson/nelson/assets/css/style.css)
14:40:48	69419/69419	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:48%20GMT	https://htmldemo.net/nelson/nelson/assets/images/hero/hero-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/hero/hero-3.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:48	102616/102616	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:48%20GMT	https://htmldemo.net/nelson/nelson/assets/images/hero/hero-4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/hero/hero-4.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:48	10279/10279	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:49%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner4.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:49	12290/12290	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:49%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner5.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner5.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:49	25508/25508	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:49%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner6.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner6.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:49	10473/10473	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:50%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner7.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner7.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:49	10256/10256	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:50%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner8.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner8.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:50	12714/12714	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:50%20GMT	https://htmldemo.net/nelson/nelson/assets/images/banner/banner9.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/banner/banner9.jpg	(from https://htmldemo.net/nelson/nelson/index-2.html)
14:40:50	39627/39627	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:50%20GMT	https://htmldemo.net/nelson/nelson/assets/images/bg/breadcrumb.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/bg/breadcrumb.png	(from https://htmldemo.net/nelson/nelson/shop.html)
14:40:50	26259/26259	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:51%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-6.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-6.jpg	(from https://htmldemo.net/nelson/nelson/about.html)
14:40:50	19849/19849	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:51%20GMT	https://htmldemo.net/nelson/nelson/assets/images/team/team-1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/team/team-1.jpg	(from https://htmldemo.net/nelson/nelson/about.html)
14:40:51	22223/22223	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:51%20GMT	https://htmldemo.net/nelson/nelson/assets/images/team/team-2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/team/team-2.jpg	(from https://htmldemo.net/nelson/nelson/about.html)
14:40:51	19734/19734	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:51%20GMT	https://htmldemo.net/nelson/nelson/assets/images/team/team-3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/team/team-3.jpg	(from https://htmldemo.net/nelson/nelson/about.html)
14:40:53	684/684	---MC-	200	added ('OK')	image/png	date:Sat,%2003%20Jun%202023%2007:40:52%20GMT	https://htmldemo.net/nelson/nelson/assets/images/icons/author.png	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/icons/author.png	(from https://htmldemo.net/nelson/nelson/single-product.html)
14:40:53	3400/3400	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:53%20GMT	https://htmldemo.net/nelson/nelson/assets/images/rc-post/blog1.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/rc-post/blog1.jpg	(from https://htmldemo.net/nelson/nelson/blog-left-sidebar.html)
14:40:53	2488/2488	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:54%20GMT	https://htmldemo.net/nelson/nelson/assets/images/rc-post/blog2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/rc-post/blog2.jpg	(from https://htmldemo.net/nelson/nelson/blog-left-sidebar.html)
14:40:53	2482/2482	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:54%20GMT	https://htmldemo.net/nelson/nelson/assets/images/rc-post/blog3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/rc-post/blog3.jpg	(from https://htmldemo.net/nelson/nelson/blog-left-sidebar.html)
14:40:54	3894/3894	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:54%20GMT	https://htmldemo.net/nelson/nelson/assets/images/rc-post/blog4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/rc-post/blog4.jpg	(from https://htmldemo.net/nelson/nelson/blog-left-sidebar.html)
14:40:54	59559/59559	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:54%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-5.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-5.jpg	(from https://htmldemo.net/nelson/nelson/blog-details.html)
14:40:54	49927/49927	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:55%20GMT	https://htmldemo.net/nelson/nelson/assets/images/blog/blog-7.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/blog/blog-7.jpg	(from https://htmldemo.net/nelson/nelson/blog-details.html)
14:40:54	2224/2224	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:55%20GMT	https://htmldemo.net/nelson/nelson/assets/images/author/author2.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/author/author2.jpg	(from https://htmldemo.net/nelson/nelson/blog-details.html)
14:40:55	2023/2023	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:55%20GMT	https://htmldemo.net/nelson/nelson/assets/images/author/author3.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/author/author3.jpg	(from https://htmldemo.net/nelson/nelson/blog-details.html)
14:40:55	2338/2338	---M--	200	added ('OK')	image/jpeg	date:Sat,%2003%20Jun%202023%2007:40:55%20GMT	https://htmldemo.net/nelson/nelson/assets/images/author/author4.jpg	D:/New%20folder/RichfieldChairs/htmldemo.net/nelson/nelson/assets/images/author/author4.jpg	(from https://htmldemo.net/nelson/nelson/blog-details.html)
